date,city,precip_mm,rainy_day,year,month
2019-07-20,New Orleans,7.619999999999999,1,2019,7
2019-07-21,New Orleans,73.15199999999999,1,2019,7
2019-07-22,New Orleans,29.717999999999996,1,2019,7
2019-07-23,New Orleans,59.943999999999996,1,2019,7
2019-07-24,New Orleans,0.0,0,2019,7
2019-07-25,New Orleans,0.0,0,2019,7
2019-07-26,New Orleans,0.0,0,2019,7
2019-07-27,New Orleans,5.842,1,2019,7
2019-07-28,New Orleans,9.398,1,2019,7
2019-07-29,New Orleans,0.0,0,2019,7
2019-07-30,New Orleans,2.54,1,2019,7
2019-07-31,New Orleans,0.0,0,2019,7
2019-08-01,New Orleans,0.254,1,2019,8
2019-08-02,New Orleans,0.0,0,2019,8
2019-08-03,New Orleans,32.004,1,2019,8
2019-08-04,New Orleans,9.906,1,2019,8
2019-08-05,New Orleans,3.556,1,2019,8
2019-08-06,New Orleans,0.0,0,2019,8
2019-08-07,New Orleans,0.0,0,2019,8
2019-08-08,New Orleans,0.0,0,2019,8
2019-08-09,New Orleans,0.0,0,2019,8
2019-08-10,New Orleans,0.0,0,2019,8
2019-08-11,New Orleans,0.0,0,2019,8
2019-08-12,New Orleans,0.0,0,2019,8
2019-08-13,New Orleans,3.0479999999999996,1,2019,8
2019-08-14,New Orleans,0.0,0,2019,8
2019-08-15,New Orleans,0.0,0,2019,8
2019-08-16,New Orleans,0.0,0,2019,8
2019-08-17,New Orleans,0.0,0,2019,8
2019-08-18,New Orleans,0.7619999999999999,1,2019,8
2019-08-19,New Orleans,0.254,1,2019,8
2019-08-20,New Orleans,0.0,0,2019,8
2019-08-21,New Orleans,0.0,0,2019,8
2019-08-22,New Orleans,7.112,1,2019,8
2019-08-23,New Orleans,2.032,1,2019,8
2019-08-24,New Orleans,11.684,1,2019,8
2019-08-25,New Orleans,1.016,1,2019,8
2019-08-26,New Orleans,26.924,1,2019,8
2019-08-27,New Orleans,0.254,1,2019,8
2019-08-28,New Orleans,0.0,0,2019,8
2019-08-29,New Orleans,0.0,0,2019,8
2019-08-30,New Orleans,0.0,0,2019,8
2019-08-31,New Orleans,0.0,0,2019,8
2019-09-01,New Orleans,0.0,0,2019,9
2019-09-02,New Orleans,0.0,0,2019,9
2019-09-03,New Orleans,0.0,0,2019,9
2019-09-04,New Orleans,0.0,0,2019,9
2019-09-05,New Orleans,0.0,0,2019,9
2019-09-06,New Orleans,0.0,0,2019,9
2019-09-07,New Orleans,0.0,0,2019,9
2019-09-08,New Orleans,0.0,0,2019,9
2019-09-09,New Orleans,0.0,0,2019,9
2019-09-10,New Orleans,0.0,0,2019,9
2019-09-11,New Orleans,0.508,1,2019,9
2019-09-12,New Orleans,0.0,0,2019,9
2019-09-13,New Orleans,0.0,0,2019,9
2019-09-14,New Orleans,0.0,0,2019,9
2019-09-15,New Orleans,0.0,0,2019,9
2019-09-16,New Orleans,0.0,0,2019,9
2019-09-17,New Orleans,0.0,0,2019,9
2019-09-18,New Orleans,0.0,0,2019,9
2019-09-19,New Orleans,0.0,0,2019,9
2019-09-20,New Orleans,0.0,0,2019,9
2019-09-21,New Orleans,4.3180000000000005,1,2019,9
2019-09-22,New Orleans,0.0,0,2019,9
2019-09-23,New Orleans,0.0,0,2019,9
2019-09-24,New Orleans,0.0,0,2019,9
2019-09-25,New Orleans,0.0,0,2019,9
2019-09-26,New Orleans,0.0,0,2019,9
2019-09-27,New Orleans,0.0,0,2019,9
2019-09-28,New Orleans,0.0,0,2019,9
2019-09-29,New Orleans,0.0,0,2019,9
2019-09-30,New Orleans,0.0,0,2019,9
2019-10-01,New Orleans,0.0,0,2019,10
2019-10-02,New Orleans,0.0,0,2019,10
2019-10-03,New Orleans,0.0,0,2019,10
2019-10-04,New Orleans,0.0,0,2019,10
2019-10-05,New Orleans,0.0,0,2019,10
2019-10-06,New Orleans,2.794,1,2019,10
2019-10-07,New Orleans,0.0,0,2019,10
2019-10-08,New Orleans,0.0,0,2019,10
2019-10-09,New Orleans,0.0,0,2019,10
2019-10-10,New Orleans,49.275999999999996,1,2019,10
2019-10-11,New Orleans,1.27,1,2019,10
2019-10-12,New Orleans,0.0,0,2019,10
2019-10-13,New Orleans,0.0,0,2019,10
2019-10-14,New Orleans,0.508,1,2019,10
2019-10-15,New Orleans,0.0,0,2019,10
2019-10-16,New Orleans,7.365999999999999,1,2019,10
2019-10-17,New Orleans,0.0,0,2019,10
2019-10-18,New Orleans,0.0,0,2019,10
2019-10-19,New Orleans,0.0,0,2019,10
2019-10-20,New Orleans,0.0,0,2019,10
2019-10-21,New Orleans,20.574,1,2019,10
2019-10-22,New Orleans,0.0,0,2019,10
2019-10-23,New Orleans,0.0,0,2019,10
2019-10-24,New Orleans,0.0,0,2019,10
2019-10-25,New Orleans,158.496,1,2019,10
2019-10-26,New Orleans,27.686,1,2019,10
2019-10-27,New Orleans,0.0,0,2019,10
2019-10-28,New Orleans,0.0,0,2019,10
2019-10-29,New Orleans,21.59,1,2019,10
2019-10-30,New Orleans,7.365999999999999,1,2019,10
2019-10-31,New Orleans,19.558,1,2019,10
2019-11-01,New Orleans,0.0,0,2019,11
2019-11-02,New Orleans,0.0,0,2019,11
2019-11-03,New Orleans,0.0,0,2019,11
2019-11-04,New Orleans,0.0,0,2019,11
2019-11-05,New Orleans,0.0,0,2019,11
2019-11-06,New Orleans,0.0,0,2019,11
2019-11-07,New Orleans,0.508,1,2019,11
2019-11-08,New Orleans,0.0,0,2019,11
2019-11-09,New Orleans,0.0,0,2019,11
2019-11-10,New Orleans,0.0,0,2019,11
2019-11-11,New Orleans,0.254,1,2019,11
2019-11-12,New Orleans,0.0,0,2019,11
2019-11-13,New Orleans,0.0,0,2019,11
2019-11-14,New Orleans,1.27,1,2019,11
2019-11-15,New Orleans,0.0,0,2019,11
2019-11-16,New Orleans,0.0,0,2019,11
2019-11-17,New Orleans,0.0,0,2019,11
2019-11-18,New Orleans,0.0,0,2019,11
2019-11-19,New Orleans,0.0,0,2019,11
2019-11-20,New Orleans,0.0,0,2019,11
2019-11-21,New Orleans,0.0,0,2019,11
2019-11-22,New Orleans,0.0,0,2019,11
2019-11-23,New Orleans,4.3180000000000005,1,2019,11
2019-11-24,New Orleans,0.0,0,2019,11
2019-11-25,New Orleans,0.0,0,2019,11
2019-11-26,New Orleans,0.508,1,2019,11
2019-11-27,New Orleans,0.508,1,2019,11
2019-11-28,New Orleans,0.0,0,2019,11
2019-11-29,New Orleans,0.0,0,2019,11
2019-11-30,New Orleans,0.0,0,2019,11
2019-12-01,New Orleans,0.0,0,2019,12
2019-12-02,New Orleans,0.0,0,2019,12
2019-12-03,New Orleans,0.0,0,2019,12
2019-12-04,New Orleans,0.0,0,2019,12
2019-12-05,New Orleans,0.0,0,2019,12
2019-12-06,New Orleans,1.27,1,2019,12
2019-12-07,New Orleans,0.0,0,2019,12
2019-12-08,New Orleans,0.0,0,2019,12
2019-12-09,New Orleans,0.0,0,2019,12
2019-12-10,New Orleans,6.095999999999999,1,2019,12
2019-12-11,New Orleans,13.97,1,2019,12
2019-12-12,New Orleans,0.0,0,2019,12
2019-12-13,New Orleans,0.254,1,2019,12
2019-12-14,New Orleans,0.0,0,2019,12
2019-12-15,New Orleans,0.0,0,2019,12
2019-12-16,New Orleans,0.0,0,2019,12
2019-12-17,New Orleans,22.605999999999998,1,2019,12
2019-12-18,New Orleans,0.0,0,2019,12
2019-12-19,New Orleans,0.0,0,2019,12
2019-12-20,New Orleans,0.0,0,2019,12
2019-12-21,New Orleans,23.368,1,2019,12
2019-12-22,New Orleans,2.032,1,2019,12
2019-12-23,New Orleans,0.0,0,2019,12
2019-12-24,New Orleans,0.0,0,2019,12
2019-12-25,New Orleans,0.0,0,2019,12
2019-12-26,New Orleans,0.254,1,2019,12
2019-12-27,New Orleans,1.778,1,2019,12
2019-12-28,New Orleans,0.0,0,2019,12
2019-12-29,New Orleans,0.254,1,2019,12
2019-12-30,New Orleans,0.0,0,2019,12
2019-12-31,New Orleans,0.0,0,2019,12
2020-01-01,New Orleans,0.508,1,2020,1
2020-01-02,New Orleans,8.889999999999999,1,2020,1
2020-01-03,New Orleans,46.99,1,2020,1
2020-01-04,New Orleans,0.0,0,2020,1
2020-01-05,New Orleans,0.0,0,2020,1
2020-01-06,New Orleans,0.0,0,2020,1
2020-01-07,New Orleans,0.0,0,2020,1
2020-01-08,New Orleans,0.0,0,2020,1
2020-01-09,New Orleans,0.0,0,2020,1
2020-01-10,New Orleans,4.3180000000000005,1,2020,1
2020-01-11,New Orleans,15.239999999999998,1,2020,1
2020-01-12,New Orleans,1.27,1,2020,1
2020-01-13,New Orleans,6.095999999999999,1,2020,1
2020-01-14,New Orleans,0.0,0,2020,1
2020-01-15,New Orleans,0.0,0,2020,1
2020-01-16,New Orleans,0.0,0,2020,1
2020-01-17,New Orleans,0.0,0,2020,1
2020-01-18,New Orleans,1.5239999999999998,1,2020,1
2020-01-19,New Orleans,0.0,0,2020,1
2020-01-20,New Orleans,0.0,0,2020,1
2020-01-21,New Orleans,0.0,0,2020,1
2020-01-22,New Orleans,0.0,0,2020,1
2020-01-23,New Orleans,8.636000000000001,1,2020,1
2020-01-24,New Orleans,0.0,0,2020,1
2020-01-25,New Orleans,0.0,0,2020,1
2020-01-26,New Orleans,14.477999999999998,1,2020,1
2020-01-27,New Orleans,0.0,0,2020,1
2020-01-28,New Orleans,0.0,0,2020,1
2020-01-29,New Orleans,2.2859999999999996,1,2020,1
2020-01-30,New Orleans,0.0,0,2020,1
2020-01-31,New Orleans,1.778,1,2020,1
2020-02-01,New Orleans,0.0,0,2020,2
2020-02-02,New Orleans,0.0,0,2020,2
2020-02-03,New Orleans,0.0,0,2020,2
2020-02-04,New Orleans,0.254,1,2020,2
2020-02-05,New Orleans,23.114,1,2020,2
2020-02-06,New Orleans,9.143999999999998,1,2020,2
2020-02-07,New Orleans,0.0,0,2020,2
2020-02-08,New Orleans,0.0,0,2020,2
2020-02-09,New Orleans,0.0,0,2020,2
2020-02-10,New Orleans,0.254,1,2020,2
2020-02-11,New Orleans,0.0,0,2020,2
2020-02-12,New Orleans,4.064,1,2020,2
2020-02-13,New Orleans,4.826,1,2020,2
2020-02-14,New Orleans,0.0,0,2020,2
2020-02-15,New Orleans,0.0,0,2020,2
2020-02-16,New Orleans,26.669999999999998,1,2020,2
2020-02-17,New Orleans,0.0,0,2020,2
2020-02-18,New Orleans,0.0,0,2020,2
2020-02-19,New Orleans,0.0,0,2020,2
2020-02-20,New Orleans,31.496,1,2020,2
2020-02-21,New Orleans,0.0,0,2020,2
2020-02-22,New Orleans,0.0,0,2020,2
2020-02-23,New Orleans,0.0,0,2020,2
2020-02-24,New Orleans,0.254,1,2020,2
2020-02-25,New Orleans,0.0,0,2020,2
2020-02-26,New Orleans,0.0,0,2020,2
2020-02-27,New Orleans,0.0,0,2020,2
2020-02-28,New Orleans,0.0,0,2020,2
2020-02-29,New Orleans,0.0,0,2020,2
2020-03-01,New Orleans,0.0,0,2020,3
2020-03-02,New Orleans,0.254,1,2020,3
2020-03-03,New Orleans,0.7619999999999999,1,2020,3
2020-03-04,New Orleans,2.794,1,2020,3
2020-03-05,New Orleans,0.508,1,2020,3
2020-03-06,New Orleans,0.0,0,2020,3
2020-03-07,New Orleans,0.0,0,2020,3
2020-03-08,New Orleans,0.0,0,2020,3
2020-03-09,New Orleans,0.0,0,2020,3
2020-03-10,New Orleans,19.812,1,2020,3
2020-03-11,New Orleans,0.0,0,2020,3
2020-03-12,New Orleans,0.0,0,2020,3
2020-03-13,New Orleans,0.0,0,2020,3
2020-03-14,New Orleans,0.0,0,2020,3
2020-03-15,New Orleans,0.0,0,2020,3
2020-03-16,New Orleans,0.0,0,2020,3
2020-03-17,New Orleans,0.254,1,2020,3
2020-03-18,New Orleans,0.0,0,2020,3
2020-03-19,New Orleans,0.0,0,2020,3
2020-03-20,New Orleans,1.5239999999999998,1,2020,3
2020-03-21,New Orleans,0.7619999999999999,1,2020,3
2020-03-22,New Orleans,0.0,0,2020,3
2020-03-23,New Orleans,0.0,0,2020,3
2020-03-24,New Orleans,0.0,0,2020,3
2020-03-25,New Orleans,0.0,0,2020,3
2020-03-26,New Orleans,0.0,0,2020,3
2020-03-27,New Orleans,0.0,0,2020,3
2020-03-28,New Orleans,0.0,0,2020,3
2020-03-29,New Orleans,0.0,0,2020,3
2020-03-30,New Orleans,0.0,0,2020,3
2020-03-31,New Orleans,0.254,1,2020,3
2020-04-01,New Orleans,0.0,0,2020,4
2020-04-02,New Orleans,0.0,0,2020,4
2020-04-03,New Orleans,0.0,0,2020,4
2020-04-04,New Orleans,1.27,1,2020,4
2020-04-05,New Orleans,0.254,1,2020,4
2020-04-06,New Orleans,0.0,0,2020,4
2020-04-07,New Orleans,0.0,0,2020,4
2020-04-08,New Orleans,0.0,0,2020,4
2020-04-09,New Orleans,1.27,1,2020,4
2020-04-10,New Orleans,0.0,0,2020,4
2020-04-11,New Orleans,0.0,0,2020,4
2020-04-12,New Orleans,5.588,1,2020,4
2020-04-13,New Orleans,0.0,0,2020,4
2020-04-14,New Orleans,0.0,0,2020,4
2020-04-15,New Orleans,0.0,0,2020,4
2020-04-16,New Orleans,0.0,0,2020,4
2020-04-17,New Orleans,0.0,0,2020,4
2020-04-18,New Orleans,60.45199999999999,1,2020,4
2020-04-19,New Orleans,14.477999999999998,1,2020,4
2020-04-20,New Orleans,0.0,0,2020,4
2020-04-21,New Orleans,0.0,0,2020,4
2020-04-22,New Orleans,0.0,0,2020,4
2020-04-23,New Orleans,2.54,1,2020,4
2020-04-24,New Orleans,0.0,0,2020,4
2020-04-25,New Orleans,0.7619999999999999,1,2020,4
2020-04-26,New Orleans,0.0,0,2020,4
2020-04-27,New Orleans,0.0,0,2020,4
2020-04-28,New Orleans,30.733999999999998,1,2020,4
2020-04-29,New Orleans,20.066,1,2020,4
2020-04-30,New Orleans,0.0,0,2020,4
2020-05-01,New Orleans,0.0,0,2020,5
2020-05-02,New Orleans,0.0,0,2020,5
2020-05-03,New Orleans,0.0,0,2020,5
2020-05-04,New Orleans,0.0,0,2020,5
2020-05-05,New Orleans,0.0,0,2020,5
2020-05-06,New Orleans,0.0,0,2020,5
2020-05-07,New Orleans,0.0,0,2020,5
2020-05-08,New Orleans,22.352,1,2020,5
2020-05-09,New Orleans,0.0,0,2020,5
2020-05-10,New Orleans,0.0,0,2020,5
2020-05-11,New Orleans,0.0,0,2020,5
2020-05-12,New Orleans,0.0,0,2020,5
2020-05-13,New Orleans,1.778,1,2020,5
2020-05-14,New Orleans,120.90399999999998,1,2020,5
2020-05-15,New Orleans,14.477999999999998,1,2020,5
2020-05-16,New Orleans,0.0,0,2020,5
2020-05-17,New Orleans,2.2859999999999996,1,2020,5
2020-05-18,New Orleans,0.0,0,2020,5
2020-05-19,New Orleans,0.0,0,2020,5
2020-05-20,New Orleans,0.0,0,2020,5
2020-05-21,New Orleans,0.0,0,2020,5
2020-05-22,New Orleans,0.0,0,2020,5
2020-05-23,New Orleans,5.842,1,2020,5
2020-05-24,New Orleans,0.0,0,2020,5
2020-05-25,New Orleans,10.921999999999999,1,2020,5
2020-05-26,New Orleans,10.921999999999999,1,2020,5
2020-05-27,New Orleans,0.0,0,2020,5
2020-05-28,New Orleans,0.254,1,2020,5
2020-05-29,New Orleans,0.0,0,2020,5
2020-05-30,New Orleans,22.605999999999998,1,2020,5
2020-05-31,New Orleans,0.0,0,2020,5
2020-06-01,New Orleans,0.0,0,2020,6
2020-06-02,New Orleans,0.0,0,2020,6
2020-06-03,New Orleans,0.0,0,2020,6
2020-06-04,New Orleans,1.016,1,2020,6
2020-06-05,New Orleans,0.0,0,2020,6
2020-06-06,New Orleans,6.095999999999999,1,2020,6
2020-06-07,New Orleans,42.925999999999995,1,2020,6
2020-06-08,New Orleans,19.558,1,2020,6
2020-06-09,New Orleans,0.254,1,2020,6
2020-06-10,New Orleans,69.85,1,2020,6
2020-06-11,New Orleans,0.0,0,2020,6
2020-06-12,New Orleans,0.0,0,2020,6
2020-06-13,New Orleans,0.0,0,2020,6
2020-06-14,New Orleans,0.0,0,2020,6
2020-06-15,New Orleans,0.0,0,2020,6
2020-06-16,New Orleans,0.0,0,2020,6
2020-06-17,New Orleans,0.0,0,2020,6
2020-06-18,New Orleans,0.0,0,2020,6
2020-06-19,New Orleans,0.0,0,2020,6
2020-06-20,New Orleans,0.0,0,2020,6
2020-06-21,New Orleans,2.794,1,2020,6
2020-06-22,New Orleans,18.034,1,2020,6
2020-06-23,New Orleans,24.892,1,2020,6
2020-06-24,New Orleans,51.053999999999995,1,2020,6
2020-06-25,New Orleans,0.0,0,2020,6
2020-06-26,New Orleans,0.0,0,2020,6
2020-06-27,New Orleans,0.0,0,2020,6
2020-06-28,New Orleans,0.0,0,2020,6
2020-06-29,New Orleans,15.748,1,2020,6
2020-06-30,New Orleans,5.842,1,2020,6
2020-07-01,New Orleans,0.0,0,2020,7
2020-07-02,New Orleans,11.43,1,2020,7
2020-07-03,New Orleans,15.748,1,2020,7
2020-07-04,New Orleans,0.0,0,2020,7
2020-07-05,New Orleans,0.0,0,2020,7
2020-07-06,New Orleans,53.848,1,2020,7
2020-07-07,New Orleans,10.16,1,2020,7
2020-07-08,New Orleans,0.0,0,2020,7
2020-07-09,New Orleans,0.0,0,2020,7
2020-07-10,New Orleans,0.0,0,2020,7
2020-07-11,New Orleans,0.0,0,2020,7
2020-07-12,New Orleans,0.0,0,2020,7
2020-07-13,New Orleans,5.08,1,2020,7
2020-07-14,New Orleans,0.0,0,2020,7
2020-07-15,New Orleans,42.672,1,2020,7
2020-07-16,New Orleans,50.546,1,2020,7
2020-07-17,New Orleans,0.0,0,2020,7
2020-07-18,New Orleans,0.0,0,2020,7
2020-07-19,New Orleans,1.778,1,2020,7
2020-07-20,New Orleans,0.254,1,2020,7
2020-07-21,New Orleans,13.716,1,2020,7
2020-07-22,New Orleans,0.0,0,2020,7
2020-07-23,New Orleans,4.3180000000000005,1,2020,7
2020-07-24,New Orleans,13.462,1,2020,7
2020-07-25,New Orleans,0.254,1,2020,7
2020-07-26,New Orleans,34.036,1,2020,7
2020-07-27,New Orleans,42.418,1,2020,7
2020-07-28,New Orleans,84.582,1,2020,7
2020-07-29,New Orleans,2.2859999999999996,1,2020,7
2020-07-30,New Orleans,0.0,0,2020,7
2020-07-31,New Orleans,0.0,0,2020,7
2020-08-01,New Orleans,0.0,0,2020,8
2020-08-02,New Orleans,8.128,1,2020,8
2020-08-03,New Orleans,0.0,0,2020,8
2020-08-04,New Orleans,0.0,0,2020,8
2020-08-05,New Orleans,0.0,0,2020,8
2020-08-06,New Orleans,0.0,0,2020,8
2020-08-07,New Orleans,0.0,0,2020,8
2020-08-08,New Orleans,3.556,1,2020,8
2020-08-09,New Orleans,0.508,1,2020,8
2020-08-10,New Orleans,0.0,0,2020,8
2020-08-11,New Orleans,36.321999999999996,1,2020,8
2020-08-12,New Orleans,0.254,1,2020,8
2020-08-13,New Orleans,32.257999999999996,1,2020,8
2020-08-14,New Orleans,5.334,1,2020,8
2020-08-15,New Orleans,5.334,1,2020,8
2020-08-16,New Orleans,1.778,1,2020,8
2020-08-17,New Orleans,0.0,0,2020,8
2020-08-18,New Orleans,0.0,0,2020,8
2020-08-19,New Orleans,0.0,0,2020,8
2020-08-20,New Orleans,0.0,0,2020,8
2020-08-21,New Orleans,0.0,0,2020,8
2020-08-22,New Orleans,0.0,0,2020,8
2020-08-23,New Orleans,8.128,1,2020,8
2020-08-24,New Orleans,0.0,0,2020,8
2020-08-25,New Orleans,1.5239999999999998,1,2020,8
2020-08-26,New Orleans,0.508,1,2020,8
2020-08-27,New Orleans,24.892,1,2020,8
2020-08-28,New Orleans,22.605999999999998,1,2020,8
2020-08-29,New Orleans,4.826,1,2020,8
2020-08-30,New Orleans,3.302,1,2020,8
2020-08-31,New Orleans,0.254,1,2020,8
2020-09-01,New Orleans,0.0,0,2020,9
2020-09-02,New Orleans,0.0,0,2020,9
2020-09-03,New Orleans,0.0,0,2020,9
2020-09-04,New Orleans,0.0,0,2020,9
2020-09-05,New Orleans,0.0,0,2020,9
2020-09-06,New Orleans,0.0,0,2020,9
2020-09-07,New Orleans,0.0,0,2020,9
2020-09-08,New Orleans,1.778,1,2020,9
2020-09-09,New Orleans,0.254,1,2020,9
2020-09-10,New Orleans,0.0,0,2020,9
2020-09-11,New Orleans,0.0,0,2020,9
2020-09-12,New Orleans,6.35,1,2020,9
2020-09-13,New Orleans,0.0,0,2020,9
2020-09-14,New Orleans,0.0,0,2020,9
2020-09-15,New Orleans,0.0,0,2020,9
2020-09-16,New Orleans,0.0,0,2020,9
2020-09-17,New Orleans,0.0,0,2020,9
2020-09-18,New Orleans,0.0,0,2020,9
2020-09-19,New Orleans,30.479999999999997,1,2020,9
2020-09-20,New Orleans,0.508,1,2020,9
2020-09-21,New Orleans,3.8099999999999996,1,2020,9
2020-09-22,New Orleans,0.254,1,2020,9
2020-09-23,New Orleans,0.7619999999999999,1,2020,9
2020-09-24,New Orleans,0.0,0,2020,9
2020-09-25,New Orleans,0.0,0,2020,9
2020-09-26,New Orleans,1.016,1,2020,9
2020-09-27,New Orleans,0.0,0,2020,9
2020-09-28,New Orleans,0.0,0,2020,9
2020-09-29,New Orleans,0.0,0,2020,9
2020-09-30,New Orleans,0.0,0,2020,9
2020-10-01,New Orleans,0.0,0,2020,10
2020-10-02,New Orleans,0.0,0,2020,10
2020-10-03,New Orleans,0.0,0,2020,10
2020-10-04,New Orleans,0.0,0,2020,10
2020-10-05,New Orleans,0.0,0,2020,10
2020-10-06,New Orleans,0.0,0,2020,10
2020-10-07,New Orleans,0.0,0,2020,10
2020-10-08,New Orleans,2.794,1,2020,10
2020-10-09,New Orleans,12.953999999999999,1,2020,10
2020-10-10,New Orleans,0.0,0,2020,10
2020-10-11,New Orleans,0.0,0,2020,10
2020-10-12,New Orleans,0.0,0,2020,10
2020-10-13,New Orleans,0.0,0,2020,10
2020-10-14,New Orleans,0.0,0,2020,10
2020-10-15,New Orleans,0.0,0,2020,10
2020-10-16,New Orleans,0.0,0,2020,10
2020-10-17,New Orleans,0.0,0,2020,10
2020-10-18,New Orleans,0.0,0,2020,10
2020-10-19,New Orleans,0.0,0,2020,10
2020-10-20,New Orleans,0.0,0,2020,10
2020-10-21,New Orleans,0.0,0,2020,10
2020-10-22,New Orleans,0.0,0,2020,10
2020-10-23,New Orleans,28.194000000000003,1,2020,10
2020-10-24,New Orleans,0.0,0,2020,10
2020-10-25,New Orleans,0.0,0,2020,10
2020-10-26,New Orleans,0.0,0,2020,10
2020-10-27,New Orleans,0.508,1,2020,10
2020-10-28,New Orleans,74.422,1,2020,10
2020-10-29,New Orleans,0.0,0,2020,10
2020-10-30,New Orleans,0.0,0,2020,10
2020-10-31,New Orleans,0.0,0,2020,10
2020-11-01,New Orleans,0.0,0,2020,11
2020-11-02,New Orleans,0.0,0,2020,11
2020-11-03,New Orleans,0.0,0,2020,11
2020-11-04,New Orleans,0.0,0,2020,11
2020-11-05,New Orleans,0.0,0,2020,11
2020-11-06,New Orleans,0.0,0,2020,11
2020-11-07,New Orleans,9.143999999999998,1,2020,11
2020-11-08,New Orleans,0.508,1,2020,11
2020-11-09,New Orleans,0.0,0,2020,11
2020-11-10,New Orleans,0.254,1,2020,11
2020-11-11,New Orleans,0.0,0,2020,11
2020-11-12,New Orleans,0.0,0,2020,11
2020-11-13,New Orleans,0.0,0,2020,11
2020-11-14,New Orleans,0.0,0,2020,11
2020-11-15,New Orleans,0.0,0,2020,11
2020-11-16,New Orleans,0.0,0,2020,11
2020-11-17,New Orleans,0.0,0,2020,11
2020-11-18,New Orleans,0.0,0,2020,11
2020-11-19,New Orleans,0.0,0,2020,11
2020-11-20,New Orleans,0.0,0,2020,11
2020-11-21,New Orleans,0.0,0,2020,11
2020-11-22,New Orleans,0.0,0,2020,11
2020-11-23,New Orleans,0.0,0,2020,11
2020-11-24,New Orleans,0.0,0,2020,11
2020-11-25,New Orleans,93.472,1,2020,11
2020-11-26,New Orleans,1.778,1,2020,11
2020-11-27,New Orleans,9.143999999999998,1,2020,11
2020-11-28,New Orleans,0.7619999999999999,1,2020,11
2020-11-29,New Orleans,47.244,1,2020,11
2020-11-30,New Orleans,0.0,0,2020,11
2020-12-01,New Orleans,0.0,0,2020,12
2020-12-02,New Orleans,0.0,0,2020,12
2020-12-03,New Orleans,11.176,1,2020,12
2020-12-04,New Orleans,0.0,0,2020,12
2020-12-05,New Orleans,0.0,0,2020,12
2020-12-06,New Orleans,4.064,1,2020,12
2020-12-07,New Orleans,0.0,0,2020,12
2020-12-08,New Orleans,0.0,0,2020,12
2020-12-09,New Orleans,0.0,0,2020,12
2020-12-10,New Orleans,0.0,0,2020,12
2020-12-11,New Orleans,0.0,0,2020,12
2020-12-12,New Orleans,6.095999999999999,1,2020,12
2020-12-13,New Orleans,2.794,1,2020,12
2020-12-14,New Orleans,0.0,0,2020,12
2020-12-15,New Orleans,0.0,0,2020,12
2020-12-16,New Orleans,8.382,1,2020,12
2020-12-17,New Orleans,0.0,0,2020,12
2020-12-18,New Orleans,0.0,0,2020,12
2020-12-19,New Orleans,20.827999999999996,1,2020,12
2020-12-20,New Orleans,0.254,1,2020,12
2020-12-21,New Orleans,0.0,0,2020,12
2020-12-22,New Orleans,0.0,0,2020,12
2020-12-23,New Orleans,0.508,1,2020,12
2020-12-24,New Orleans,42.418,1,2020,12
2020-12-25,New Orleans,0.0,0,2020,12
2020-12-26,New Orleans,0.0,0,2020,12
2020-12-27,New Orleans,0.0,0,2020,12
2020-12-28,New Orleans,0.0,0,2020,12
2020-12-29,New Orleans,0.0,0,2020,12
2020-12-30,New Orleans,0.0,0,2020,12
2020-12-31,New Orleans,6.604,1,2020,12
2021-01-01,New Orleans,0.0,0,2021,1
2021-01-02,New Orleans,0.0,0,2021,1
2021-01-03,New Orleans,0.0,0,2021,1
2021-01-04,New Orleans,0.0,0,2021,1
2021-01-05,New Orleans,0.0,0,2021,1
2021-01-06,New Orleans,0.0,0,2021,1
2021-01-07,New Orleans,20.32,1,2021,1
2021-01-08,New Orleans,0.0,0,2021,1
2021-01-09,New Orleans,0.0,0,2021,1
2021-01-10,New Orleans,2.032,1,2021,1
2021-01-11,New Orleans,10.413999999999998,1,2021,1
2021-01-12,New Orleans,0.0,0,2021,1
2021-01-13,New Orleans,0.0,0,2021,1
2021-01-14,New Orleans,0.0,0,2021,1
2021-01-15,New Orleans,0.0,0,2021,1
2021-01-16,New Orleans,0.0,0,2021,1
2021-01-17,New Orleans,0.0,0,2021,1
2021-01-18,New Orleans,0.0,0,2021,1
2021-01-19,New Orleans,0.0,0,2021,1
2021-01-20,New Orleans,0.0,0,2021,1
2021-01-21,New Orleans,0.0,0,2021,1
2021-01-22,New Orleans,14.985999999999999,1,2021,1
2021-01-23,New Orleans,1.5239999999999998,1,2021,1
2021-01-24,New Orleans,0.0,0,2021,1
2021-01-25,New Orleans,0.0,0,2021,1
2021-01-26,New Orleans,0.254,1,2021,1
2021-01-27,New Orleans,1.778,1,2021,1
2021-01-28,New Orleans,0.0,0,2021,1
2021-01-29,New Orleans,0.0,0,2021,1
2021-01-30,New Orleans,0.0,0,2021,1
2021-01-31,New Orleans,0.508,1,2021,1
2021-02-01,New Orleans,0.0,0,2021,2
2021-02-02,New Orleans,0.0,0,2021,2
2021-02-03,New Orleans,0.0,0,2021,2
2021-02-04,New Orleans,0.0,0,2021,2
2021-02-05,New Orleans,3.0479999999999996,1,2021,2
2021-02-06,New Orleans,1.5239999999999998,1,2021,2
2021-02-07,New Orleans,0.0,0,2021,2
2021-02-08,New Orleans,4.3180000000000005,1,2021,2
2021-02-09,New Orleans,0.0,0,2021,2
